,SubNum,Include,level_0,index,trial_type,trial_index,time_elapsed,rt,response,control_level,task_id,screen_id,difference,Key_Release_sim_x,Key_Release_sim_y,Key_Release_p1_x,Key_Release_p1_y,Correlation_x,Correlation_y,block
10,1,1,10,96,survey-likert,96,442072,2624.0,16.666666666666668,0.2,question_agency,question_agency_7_Lickert,-3.333333333333332,9.0,7.0,7.0,6.0,0.07945389495465416,-0.132718124121389,3
12,1,1,12,154,survey-likert,154,679968,2624.0,33.333333333333336,0.2,question_agency,question_agency_7_Lickert,13.333333333333336,2.0,8.0,4.0,2.0,0.7499472275837593,-0.17977485587668277,4
14,1,1,14,170,survey-likert,170,745290,2378.0,16.666666666666668,0.2,question_agency,question_agency_7_Lickert,-3.333333333333332,10.0,6.0,4.0,3.0,0.4710205219275751,0.26133306928793676,5
15,1,1,15,37,survey-likert,37,204235,2260.0,50.0,0.3,question_agency,question_agency_7_Lickert,20.0,9.0,8.0,5.0,5.0,0.45288446219418554,-0.007477934699024932,1
19,1,1,19,59,survey-likert,59,291903,3909.0,33.333333333333336,0.3,question_agency,question_agency_7_Lickert,3.3333333333333357,3.0,4.0,5.0,6.0,0.6299782337441392,0.0827476869565915,2
16,1,1,16,102,survey-likert,102,466375,2950.0,16.666666666666668,0.3,question_agency,question_agency_7_Lickert,-13.333333333333332,8.0,9.0,3.0,7.0,0.31558777117040493,0.0644594209139372,3
18,1,1,18,151,survey-likert,151,668331,4350.0,0.0,0.3,question_agency,question_agency_7_Lickert,-30.0,8.0,5.0,4.0,7.0,0.12610510661388563,-0.39962366301144503,4
17,1,1,17,167,survey-likert,167,733889,2706.0,16.666666666666668,0.3,question_agency,question_agency_7_Lickert,-13.333333333333332,7.0,6.0,4.0,4.0,0.6345043280778624,-0.31512113298086136,5
24,1,1,24,31,survey-likert,31,180781,2516.0,33.333333333333336,0.4,question_agency,question_agency_7_Lickert,-6.666666666666664,9.0,7.0,5.0,4.0,0.44546354355007906,0.37750508991321263,1
21,1,1,21,83,survey-likert,83,392514,3367.0,50.0,0.4,question_agency,question_agency_7_Lickert,10.0,7.0,7.0,7.0,5.0,0.15286121923335552,0.5869233899545623,2
23,1,1,23,99,survey-likert,99,454406,3320.0,16.666666666666668,0.4,question_agency,question_agency_7_Lickert,-23.333333333333332,7.0,6.0,8.0,5.0,-0.10083505431921838,0.3219899308343626,3
22,1,1,22,145,survey-likert,145,642992,3022.0,16.666666666666668,0.4,question_agency,question_agency_7_Lickert,-23.333333333333332,5.0,7.0,7.0,5.0,0.1859438793121024,0.6739573461491932,4
20,1,1,20,164,survey-likert,164,722171,2643.0,16.666666666666668,0.4,question_agency,question_agency_7_Lickert,-23.333333333333332,10.0,4.0,6.0,4.0,0.2730318974423946,0.08903039318954785,5
29,1,1,29,22,survey-likert,22,141477,2823.0,16.666666666666668,0.5,question_agency,question_agency_7_Lickert,-33.33333333333333,8.0,6.0,5.0,7.0,-0.10911793563843358,0.37813311161027513,1
26,1,1,26,71,survey-likert,71,344676,3703.0,33.333333333333336,0.5,question_agency,question_agency_7_Lickert,-16.666666666666664,9.0,10.0,4.0,3.0,0.15788985684723264,0.0924658074931389,2
27,1,1,27,114,survey-likert,114,517215,3438.0,66.66666666666667,0.5,question_agency,question_agency_7_Lickert,16.66666666666667,2.0,7.0,6.0,4.0,0.35893432866327313,0.28661248606096645,3
28,1,1,28,142,survey-likert,142,630952,5083.0,33.333333333333336,0.5,question_agency,question_agency_7_Lickert,-16.666666666666664,7.0,4.0,8.0,6.0,-0.02728586852655228,-0.12644607651701428,4
25,1,1,25,161,survey-likert,161,710515,2786.0,33.333333333333336,0.5,question_agency,question_agency_7_Lickert,-16.666666666666664,7.0,5.0,5.0,5.0,-0.2649175681328294,0.2029819256194478,5
33,1,1,33,40,survey-likert,40,216299,3051.0,33.333333333333336,0.6,question_agency,question_agency_7_Lickert,-26.666666666666664,9.0,9.0,5.0,3.0,0.07797860012262686,-0.08651221314839992,1
34,1,1,34,65,survey-likert,65,319575,5366.0,33.333333333333336,0.6,question_agency,question_agency_7_Lickert,-26.666666666666664,8.0,7.0,4.0,3.0,-0.21325492228251616,0.10155331394298164,2
32,1,1,32,105,survey-likert,105,478903,3506.0,16.666666666666668,0.6,question_agency,question_agency_7_Lickert,-43.33333333333333,6.0,9.0,6.0,6.0,0.26027528850495385,-0.11312555472457757,3
31,1,1,31,124,survey-likert,124,557493,2372.0,33.333333333333336,0.6,question_agency,question_agency_7_Lickert,-26.666666666666664,6.0,7.0,7.0,8.0,0.5441578534191297,0.16407670792814064,4
30,1,1,30,176,survey-likert,176,769570,4020.0,16.666666666666668,0.6,question_agency,question_agency_7_Lickert,-43.33333333333333,7.0,5.0,7.0,5.0,0.2068247204266474,-0.33270404694892736,5
37,1,1,37,28,survey-likert,28,169242,4663.0,66.66666666666667,0.7,question_agency,question_agency_7_Lickert,-3.3333333333333286,9.0,9.0,5.0,6.0,0.23877445855597557,0.1829494460768423,1
39,1,1,39,62,survey-likert,62,305195,4281.0,33.333333333333336,0.7,question_agency,question_agency_7_Lickert,-36.666666666666664,6.0,8.0,6.0,5.0,-0.3101955564139345,0.13588593639352003,2
38,1,1,38,120,survey-likert,120,543992,5872.0,16.666666666666668,0.7,question_agency,question_agency_7_Lickert,-53.33333333333333,6.0,4.0,7.0,5.0,0.2741884604429083,-0.3052201231097489,3
36,1,1,36,139,survey-likert,139,616856,2489.0,33.333333333333336,0.7,question_agency,question_agency_7_Lickert,-36.666666666666664,6.0,7.0,13.0,11.0,-0.009648237049082834,0.05212570300592116,4
35,1,1,35,179,survey-likert,179,783968,5382.0,33.333333333333336,0.7,question_agency,question_agency_7_Lickert,-36.666666666666664,7.0,7.0,3.0,3.0,0.11283289167572248,-0.3212394337477296,5
44,1,1,44,34,survey-likert,34,192959,3163.0,66.66666666666667,0.8,question_agency,question_agency_7_Lickert,-13.333333333333329,5.0,8.0,5.0,4.0,-0.7112781104362682,-0.42011445265440006,1
40,1,1,40,68,survey-likert,68,331954,3366.0,66.66666666666667,0.8,question_agency,question_agency_7_Lickert,-13.333333333333329,5.0,9.0,5.0,4.0,-0.23316837144758104,0.12911027893492938,2
42,1,1,42,108,survey-likert,108,492691,4773.0,50.0,0.8,question_agency,question_agency_7_Lickert,-30.0,8.0,7.0,9.0,8.0,-0.288844950284529,0.48120063119858936,3
41,1,1,41,127,survey-likert,127,569876,3368.0,16.666666666666668,0.8,question_agency,question_agency_7_Lickert,-63.33333333333333,6.0,9.0,8.0,7.0,0.04764991602402211,-0.24697433848190203,4
43,1,1,43,185,survey-likert,185,808586,2326.0,66.66666666666667,0.8,question_agency,question_agency_7_Lickert,-13.333333333333329,7.0,8.0,6.0,7.0,0.017194866097399855,-0.45756972145655295,5
45,1,1,45,52,survey-likert,52,263218,2864.0,33.333333333333336,0.9,question_agency,question_agency_7_Lickert,-56.666666666666664,5.0,5.0,6.0,7.0,0.49633064010534245,-0.3103200021162018,1
48,1,1,48,86,survey-likert,86,405014,3480.0,16.666666666666668,0.9,question_agency,question_agency_7_Lickert,-73.33333333333333,10.0,9.0,6.0,7.0,-0.13856522951009326,0.3154594961092367,2
46,1,1,46,111,survey-likert,111,504754,3050.0,83.33333333333333,0.9,question_agency,question_agency_7_Lickert,-6.666666666666671,7.0,9.0,8.0,11.0,0.6975797876201928,-0.29159220419613346,3
47,1,1,47,148,survey-likert,148,654972,2963.0,16.666666666666668,0.9,question_agency,question_agency_7_Lickert,-73.33333333333333,5.0,5.0,9.0,11.0,-0.4940860487028257,0.19769480445834023,4
49,1,1,49,188,survey-likert,188,820775,3167.0,83.33333333333333,0.9,question_agency,question_agency_7_Lickert,-6.666666666666671,4.0,6.0,4.0,5.0,-0.03098297992234851,-0.12662121443687344,5
50,1,1,50,43,survey-likert,43,227878,2558.0,100.0,1.0,question_agency,question_agency_7_Lickert,0.0,7.0,4.0,7.0,4.0,0.1816118746693034,0.07984693592261254,1
54,1,1,54,80,survey-likert,80,380135,2728.0,100.0,1.0,question_agency,question_agency_7_Lickert,0.0,5.0,5.0,3.0,3.0,0.32545549086385306,0.049867731779267024,2
51,1,1,51,93,survey-likert,93,430413,2406.0,100.0,1.0,question_agency,question_agency_7_Lickert,0.0,6.0,8.0,7.0,5.0,0.26913233188417784,-0.045230881738851626,3
52,1,1,52,136,survey-likert,136,605351,2504.0,100.0,1.0,question_agency,question_agency_7_Lickert,0.0,7.0,8.0,9.0,7.0,-0.005943201448450521,-0.5290545067237902,4
53,1,1,53,182,survey-likert,182,797247,4800.0,83.33333333333333,1.0,question_agency,question_agency_7_Lickert,-16.66666666666667,8.0,6.0,9.0,8.0,0.026606879483679922,-0.0022959742061322576,5
3,2,1,3,40,survey-likert,40,623987,4438.0,16.666666666666668,0.0,question_agency,question_agency_7_Lickert,16.666666666666668,10.0,12.0,13.0,0.0,0.20831081855971884,0.0,1
4,2,1,4,68,survey-likert,68,790348,26496.0,16.666666666666668,0.0,question_agency,question_agency_7_Lickert,16.666666666666668,9.0,4.0,5.0,6.0,0.28049996306179953,0.19199179269976807,2
1,2,1,1,93,survey-likert,93,967582,5008.0,0.0,0.0,question_agency,question_agency_7_Lickert,0.0,9.0,9.0,9.0,7.0,0.07856784186051656,0.18754853620178663,3
0,2,1,0,145,survey-likert,145,1207431,4299.0,0.0,0.0,question_agency,question_agency_7_Lickert,0.0,5.0,6.0,11.0,12.0,0.050845719929758726,-0.4934518597161445,4
2,2,1,2,167,survey-likert,167,1312145,3791.0,0.0,0.0,question_agency,question_agency_7_Lickert,0.0,8.0,9.0,17.0,13.0,-0.15095828031373934,0.06526443736998193,5
5,2,1,5,46,survey-likert,46,656041,6104.0,66.66666666666667,0.1,question_agency,question_agency_7_Lickert,56.66666666666667,9.0,8.0,6.0,3.0,-0.035203964708572746,0.03515087004861096,1
6,2,1,6,77,survey-likert,77,836197,4163.0,16.666666666666668,0.1,question_agency,question_agency_7_Lickert,6.666666666666668,8.0,8.0,6.0,4.0,0.1853241355651924,0.18691757292838723,2
9,2,1,9,117,survey-likert,117,1078847,2940.0,50.0,0.1,question_agency,question_agency_7_Lickert,40.0,9.0,7.0,3.0,4.0,0.3971264762240163,0.15022418347181232,3
8,2,1,8,127,survey-likert,127,1124699,3909.0,0.0,0.1,question_agency,question_agency_7_Lickert,-10.0,5.0,7.0,12.0,10.0,-0.127930495288224,-0.41995820320606936,4
7,2,1,7,158,survey-likert,158,1272811,3610.0,0.0,0.1,question_agency,question_agency_7_Lickert,-10.0,6.0,7.0,15.0,12.0,-0.14055351056107873,0.3639100243855521,5
10,2,1,10,37,survey-likert,37,610291,22999.0,50.0,0.2,question_agency,question_agency_7_Lickert,30.0,6.0,8.0,8.0,4.0,0.09232661117961001,-0.2945321822130226,1
13,2,1,13,80,survey-likert,80,855532,10032.0,33.333333333333336,0.2,question_agency,question_agency_7_Lickert,13.333333333333336,10.0,8.0,5.0,2.0,0.2365807989516335,0.31361468352712685,2
11,2,1,11,90,survey-likert,90,953453,10863.0,16.666666666666668,0.2,question_agency,question_agency_7_Lickert,-3.333333333333332,7.0,8.0,3.0,7.0,-0.23499819867133,0.10674887847466913,3
12,2,1,12,142,survey-likert,142,1193934,5838.0,0.0,0.2,question_agency,question_agency_7_Lickert,-20.0,9.0,6.0,13.0,11.0,-0.021702457649393703,-0.4017099317805639,4
14,2,1,14,170,survey-likert,170,1325700,4270.0,0.0,0.2,question_agency,question_agency_7_Lickert,-20.0,7.0,10.0,31.0,28.0,0.005367219912300705,0.07352964263476541,5
19,2,1,19,34,survey-likert,34,578656,21569.0,50.0,0.3,question_agency,question_agency_7_Lickert,20.0,7.0,5.0,11.0,2.0,-0.18150685077689277,0.02990661515861185,1
18,2,1,18,56,survey-likert,56,712534,5089.0,16.666666666666668,0.3,question_agency,question_agency_7_Lickert,-13.333333333333332,6.0,8.0,5.0,8.0,0.4058731595588431,0.4603114124093699,2
15,2,1,15,120,survey-likert,120,1093026,4986.0,16.666666666666668,0.3,question_agency,question_agency_7_Lickert,-13.333333333333332,5.0,7.0,11.0,11.0,0.11779534393244082,0.09925161914425865,3
17,2,1,17,130,survey-likert,130,1140594,6802.0,0.0,0.3,question_agency,question_agency_7_Lickert,-30.0,7.0,6.0,9.0,10.0,-0.6361719026320026,-0.11938072986855217,4
16,2,1,16,182,survey-likert,182,1385136,10655.0,50.0,0.3,question_agency,question_agency_7_Lickert,20.0,12.0,8.0,8.0,7.0,-0.3272078201742143,-0.048822547479616105,5
21,2,1,21,28,survey-likert,28,531732,9081.0,33.333333333333336,0.4,question_agency,question_agency_7_Lickert,-6.666666666666664,7.0,7.0,7.0,6.0,0.18376227699645917,-0.0695463824920914,1
24,2,1,24,71,survey-likert,71,805099,5585.0,33.333333333333336,0.4,question_agency,question_agency_7_Lickert,-6.666666666666664,9.0,7.0,8.0,5.0,-0.022113056656031534,0.2068869224316048,2
22,2,1,22,114,survey-likert,114,1066560,6769.0,50.0,0.4,question_agency,question_agency_7_Lickert,10.0,8.0,7.0,5.0,6.0,0.3441798567908566,-0.12270265949042498,3
20,2,1,20,148,survey-likert,148,1221864,5414.0,0.0,0.4,question_agency,question_agency_7_Lickert,-40.0,5.0,5.0,10.0,11.0,-0.10848150792233019,-0.04437598368886074,4
23,2,1,23,185,survey-likert,185,1406623,12450.0,33.333333333333336,0.4,question_agency,question_agency_7_Lickert,-6.666666666666664,7.0,7.0,8.0,7.0,0.603960625406767,0.7500968585606401,5
25,2,1,25,25,survey-likert,25,513460,9088.0,33.333333333333336,0.5,question_agency,question_agency_7_Lickert,-16.666666666666664,6.0,5.0,6.0,7.0,-0.17073178536881176,0.05836670850323316,1
29,2,1,29,86,survey-likert,86,881592,4597.0,50.0,0.5,question_agency,question_agency_7_Lickert,0.0,4.0,5.0,6.0,3.0,0.7642351230684381,0.09070859257541258,2
27,2,1,27,99,survey-likert,99,994420,4227.0,16.666666666666668,0.5,question_agency,question_agency_7_Lickert,-33.33333333333333,5.0,7.0,7.0,6.0,-0.22947641466323482,-0.010886585476434528,3
26,2,1,26,139,survey-likert,139,1178445,3480.0,16.666666666666668,0.5,question_agency,question_agency_7_Lickert,-33.33333333333333,8.0,6.0,8.0,6.0,0.40734638258325784,-0.20653780780142653,4
28,2,1,28,161,survey-likert,161,1285744,3910.0,16.666666666666668,0.5,question_agency,question_agency_7_Lickert,-33.33333333333333,7.0,9.0,14.0,11.0,-0.052480005277968395,0.07807363108264637,5
30,2,1,30,31,survey-likert,31,547764,6822.0,50.0,0.6,question_agency,question_agency_7_Lickert,-10.0,6.0,8.0,6.0,2.0,-0.25569720592140033,0.39175025684928394,1
31,2,1,31,59,survey-likert,59,725937,4303.0,33.333333333333336,0.6,question_agency,question_agency_7_Lickert,-26.666666666666664,10.0,5.0,6.0,5.0,-0.1825862659147359,-0.44816187289828086,2
34,2,1,34,102,survey-likert,102,1010741,6395.0,16.666666666666668,0.6,question_agency,question_agency_7_Lickert,-43.33333333333333,8.0,7.0,5.0,2.0,-0.014461927690687855,0.27345031846945983,3
32,2,1,32,133,survey-likert,133,1154138,4907.0,16.666666666666668,0.6,question_agency,question_agency_7_Lickert,-43.33333333333333,7.0,7.0,10.0,10.0,-0.2313387243792428,-0.2349522805096703,4
33,2,1,33,173,survey-likert,173,1338626,4529.0,16.666666666666668,0.6,question_agency,question_agency_7_Lickert,-43.33333333333333,7.0,9.0,14.0,15.0,-0.03382127300594367,0.1612982277598889,5
39,2,1,39,52,survey-likert,52,682956,4897.0,50.0,0.7,question_agency,question_agency_7_Lickert,-20.0,11.0,9.0,7.0,7.0,-0.13766843019387318,0.22197760848831577,1
38,2,1,38,83,survey-likert,83,867952,3314.0,33.333333333333336,0.7,question_agency,question_agency_7_Lickert,-36.666666666666664,6.0,5.0,7.0,2.0,-0.1284492758439557,-0.25125049154650225,2
37,2,1,37,108,survey-likert,108,1037386,4460.0,66.66666666666667,0.7,question_agency,question_agency_7_Lickert,-3.3333333333333286,7.0,7.0,7.0,9.0,-0.16730506900192657,0.21452548044090267,3
35,2,1,35,136,survey-likert,136,1166622,3808.0,16.666666666666668,0.7,question_agency,question_agency_7_Lickert,-53.33333333333333,8.0,7.0,9.0,9.0,0.04093994128247632,-0.20132775640327102,4
36,2,1,36,188,survey-likert,188,1454811,38363.0,33.333333333333336,0.7,question_agency,question_agency_7_Lickert,-36.666666666666664,7.0,9.0,8.0,9.0,0.19897324119737847,0.13167295157368575,5
43,2,1,43,49,survey-likert,49,668690,3616.0,66.66666666666667,0.8,question_agency,question_agency_7_Lickert,-13.333333333333329,8.0,5.0,7.0,6.0,0.7027291578885827,-0.056629170280440885,1
41,2,1,41,65,survey-likert,65,754547,6763.0,66.66666666666667,0.8,question_agency,question_agency_7_Lickert,-13.333333333333329,8.0,2.0,5.0,2.0,-0.09746562056812243,-0.26718381050162776,2
40,2,1,40,111,survey-likert,111,1050554,3869.0,66.66666666666667,0.8,question_agency,question_agency_7_Lickert,-13.333333333333329,7.0,8.0,9.0,7.0,0.20809777071335203,0.20100706904938243,3
42,2,1,42,151,survey-likert,151,1234234,3346.0,50.0,0.8,question_agency,question_agency_7_Lickert,-30.0,6.0,10.0,14.0,13.0,0.022906064011283214,-0.0936296869222127,4
44,2,1,44,176,survey-likert,176,1352597,4889.0,33.333333333333336,0.8,question_agency,question_agency_7_Lickert,-46.666666666666664,6.0,6.0,10.0,7.0,-0.08406691407272154,0.06524243722042941,5
48,2,1,48,43,survey-likert,43,640466,6703.0,100.0,0.9,question_agency,question_agency_7_Lickert,10.0,7.0,5.0,6.0,5.0,-0.0992802716884393,0.0024318419193068296,1
46,2,1,46,62,survey-likert,62,738355,3389.0,66.66666666666667,0.9,question_agency,question_agency_7_Lickert,-23.33333333333333,3.0,6.0,5.0,4.0,0.49731497605380187,-0.15649736806084955,2
45,2,1,45,96,survey-likert,96,980913,4296.0,83.33333333333333,0.9,question_agency,question_agency_7_Lickert,-6.666666666666671,11.0,6.0,12.0,10.0,0.36436446295669617,0.0805666239978603,3
49,2,1,49,124,survey-likert,124,1111767,3489.0,83.33333333333333,0.9,question_agency,question_agency_7_Lickert,-6.666666666666671,10.0,8.0,7.0,6.0,-0.1892917334489178,0.20736641285868335,4
47,2,1,47,164,survey-likert,164,1299285,4374.0,50.0,0.9,question_agency,question_agency_7_Lickert,-40.0,8.0,7.0,11.0,14.0,-0.1955949147789321,-0.11044428356122403,5
51,2,1,51,22,survey-likert,22,495241,5773.0,83.33333333333333,1.0,question_agency,question_agency_7_Lickert,-16.66666666666667,6.0,7.0,7.0,6.0,0.33490400520424146,-0.2911454342690825,1
52,2,1,52,74,survey-likert,74,822823,8573.0,16.666666666666668,1.0,question_agency,question_agency_7_Lickert,-83.33333333333333,5.0,4.0,8.0,2.0,0.5706362690565603,-0.06739322237949874,2
54,2,1,54,105,survey-likert,105,1023904,3470.0,100.0,1.0,question_agency,question_agency_7_Lickert,0.0,9.0,8.0,14.0,11.0,0.18850533841136893,-0.37412930580416914,3
53,2,1,53,154,survey-likert,154,1246831,3164.0,83.33333333333333,1.0,question_agency,question_agency_7_Lickert,-16.66666666666667,8.0,8.0,6.0,8.0,0.1268345222313244,0.4538447124992095,4
50,2,1,50,179,survey-likert,179,1365081,3307.0,66.66666666666667,1.0,question_agency,question_agency_7_Lickert,-33.33333333333333,8.0,11.0,8.0,6.0,-0.45850728377105143,0.031051906392913702,5
2,3,1,2,46,survey-likert,46,325742,5036.0,0.0,0.0,question_agency,question_agency_7_Lickert,0.0,6.0,8.0,17.0,6.0,-0.1486501369921069,0.12954516765387808,1
4,3,1,4,56,survey-likert,56,367135,2999.0,0.0,0.0,question_agency,question_agency_7_Lickert,0.0,8.0,5.0,0.0,6.0,0.0,0.045786213274692525,2
1,3,1,1,99,survey-likert,99,558557,3823.0,0.0,0.0,question_agency,question_agency_7_Lickert,0.0,7.0,6.0,47.0,20.0,-0.059719749995354905,-0.21587899482611148,3
3,3,1,3,154,survey-likert,154,816800,3320.0,0.0,0.0,question_agency,question_agency_7_Lickert,0.0,6.0,5.0,34.0,1.0,-0.2794423368186759,0.0390201263981133,4
0,3,1,0,188,survey-likert,188,965356,4024.0,0.0,0.0,question_agency,question_agency_7_Lickert,0.0,7.0,6.0,34.0,18.0,-0.11006347929344563,0.02642710751888659,5
5,3,1,5,25,survey-likert,25,220406,6388.0,0.0,0.1,question_agency,question_agency_7_Lickert,-10.0,5.0,6.0,8.0,22.0,-0.08237086676338655,-0.2108040380801893,1
9,3,1,9,68,survey-likert,68,423088,3401.0,0.0,0.1,question_agency,question_agency_7_Lickert,-10.0,8.0,9.0,2.0,6.0,-0.3208789319132813,-0.1929409351616784,2
8,3,1,8,114,survey-likert,114,637127,7330.0,0.0,0.1,question_agency,question_agency_7_Lickert,-10.0,5.0,6.0,37.0,14.0,-0.4958312773186602,0.2582976974237939,3
7,3,1,7,148,survey-likert,148,791718,3328.0,0.0,0.1,question_agency,question_agency_7_Lickert,-10.0,7.0,6.0,34.0,14.0,-0.07897333618616707,-0.18875433178014528,4
6,3,1,6,170,survey-likert,170,888051,7121.0,0.0,0.1,question_agency,question_agency_7_Lickert,-10.0,9.0,8.0,27.0,28.0,-0.22546928718152495,0.1579393220953296,5
11,3,1,11,40,survey-likert,40,296943,9053.0,0.0,0.2,question_agency,question_agency_7_Lickert,-20.0,2.0,5.0,11.0,7.0,-0.36584139776995594,-0.34191125378470993,1
12,3,1,12,74,survey-likert,74,448594,3555.0,0.0,0.2,question_agency,question_agency_7_Lickert,-20.0,5.0,7.0,16.0,16.0,0.10618844765643906,0.2093266689895304,2
10,3,1,10,93,survey-likert,93,533037,3921.0,16.666666666666668,0.2,question_agency,question_agency_7_Lickert,-3.333333333333332,8.0,6.0,37.0,2.0,-0.13762199102624217,0.08797050533922272,3
13,3,1,13,142,survey-likert,142,765600,3038.0,16.666666666666668,0.2,question_agency,question_agency_7_Lickert,-3.333333333333332,8.0,9.0,60.0,0.0,-0.33303916409193485,0.0,4
14,3,1,14,161,survey-likert,161,843635,3890.0,16.666666666666668,0.2,question_agency,question_agency_7_Lickert,-3.333333333333332,3.0,9.0,30.0,20.0,-0.2956390005962042,0.23420010734521193,5
17,3,1,17,52,survey-likert,52,352376,4130.0,16.666666666666668,0.3,question_agency,question_agency_7_Lickert,-13.333333333333332,10.0,8.0,11.0,8.0,-0.06356420201342369,-0.13383568396768444,1
19,3,1,19,62,survey-likert,62,397384,7347.0,16.666666666666668,0.3,question_agency,question_agency_7_Lickert,-13.333333333333332,7.0,7.0,52.0,18.0,-0.3723629895257164,-0.20049038318998244,2
16,3,1,16,96,survey-likert,96,545716,3665.0,16.666666666666668,0.3,question_agency,question_agency_7_Lickert,-13.333333333333332,8.0,8.0,54.0,10.0,-0.1494042842251746,0.07943430372187373,3
18,3,1,18,133,survey-likert,133,727177,2826.0,16.666666666666668,0.3,question_agency,question_agency_7_Lickert,-13.333333333333332,9.0,10.0,50.0,0.0,-0.017101833919476384,0.0,4
15,3,1,15,158,survey-likert,158,830731,3535.0,16.666666666666668,0.3,question_agency,question_agency_7_Lickert,-13.333333333333332,7.0,6.0,59.0,10.0,0.10962803727401944,-0.19619327493554603,5
23,3,1,23,22,survey-likert,22,204996,12542.0,33.333333333333336,0.4,question_agency,question_agency_7_Lickert,-6.666666666666664,7.0,8.0,13.0,8.0,-0.34265596105958906,0.13735891814440293,1
24,3,1,24,83,survey-likert,83,491528,5163.0,16.666666666666668,0.4,question_agency,question_agency_7_Lickert,-23.333333333333332,6.0,4.0,34.0,1.0,-0.19841803492305915,-0.21967960470972148,2
21,3,1,21,108,survey-likert,108,598803,4368.0,16.666666666666668,0.4,question_agency,question_agency_7_Lickert,-23.333333333333332,3.0,5.0,16.0,2.0,-0.027920716555272434,0.18993447191796517,3
20,3,1,20,130,survey-likert,130,715342,5808.0,50.0,0.4,question_agency,question_agency_7_Lickert,10.0,9.0,10.0,11.0,4.0,0.6642690087827364,0.12327043817965921,4
22,3,1,22,167,survey-likert,167,871913,4582.0,50.0,0.4,question_agency,question_agency_7_Lickert,10.0,8.0,5.0,6.0,7.0,-0.1815050999819273,0.4165824052553794,5
27,3,1,27,43,survey-likert,43,311686,5735.0,16.666666666666668,0.5,question_agency,question_agency_7_Lickert,-33.33333333333333,7.0,8.0,13.0,6.0,-0.10569137028322834,0.19548818904298443,1
25,3,1,25,59,survey-likert,59,381017,4866.0,16.666666666666668,0.5,question_agency,question_agency_7_Lickert,-33.33333333333333,7.0,7.0,38.0,3.0,-0.18544748558870522,0.09724825446956566,2
28,3,1,28,90,survey-likert,90,520109,4689.0,16.666666666666668,0.5,question_agency,question_agency_7_Lickert,-33.33333333333333,5.0,6.0,17.0,2.0,-0.15990576909393392,-0.2697153273438476,3
29,3,1,29,139,survey-likert,139,753549,3777.0,66.66666666666667,0.5,question_agency,question_agency_7_Lickert,16.66666666666667,8.0,8.0,8.0,1.0,0.3682124745449257,0.16504566577343605,4
26,3,1,26,176,survey-likert,176,913066,3218.0,33.333333333333336,0.5,question_agency,question_agency_7_Lickert,-16.666666666666664,5.0,6.0,53.0,0.0,0.385861675514799,0.0,5
